policy,split,task_id,sample_id,valid,task_score,cost_price,exec_time,qop,reward,plan,error,raw_response
qwen_baseline,test,13,3,True,0.7199982404708862,0.05859952028959049,904.6633250117302,0.3083183553015446,0.24023302758947485,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,12,True,0.7040190696716309,0.05338671190744104,803.4850350022316,0.30492611000490716,0.24496767538187175,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,15,True,0.746574342250824,0.032938464441997176,404.1779589653015,0.34423770058882774,0.3164001430078832,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,27,True,0.7827727198600769,0.048229816933677894,703.7733510136604,0.348850963403983,0.29689411636183344,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,31,True,0.7889699935913086,0.053419630538795546,804.1733339428902,0.3473725399856347,0.2873578481319675,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,34,True,0.6813743114471436,0.05335156324273914,803.2488229870796,0.29363472960851,0.2336864918034942,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,40,True,0.6243938207626343,0.0533764142957995,803.4097769856453,0.2651225673388603,0.20516772553485285,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,41,True,0.6466302871704102,0.05340610897368767,803.6348400115967,0.2762146118698693,0.21624860509720156,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,44,True,0.8439695239067078,0.05335819815386526,803.1476320028305,0.3749264843009319,0.31499089967613825,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,52,True,0.6085136532783508,0.053907426469526856,807.0288140177727,0.25671416721474444,0.1966002320026347,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,54,True,0.8777640461921692,0.032710469631520175,403.1403480768204,0.4100336283728889,0.3822127534726425,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,61,True,0.8910245895385742,0.0534133506962603,804.1697000265121,0.39840537635044004,0.33838864941850577,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
qwen_baseline,test,13,64,True,0.8356115818023682,0.053366985009768386,803.2811340093613,0.37073976384343943,0.3107941849953637,"[""image_super_resolution"", [""input_of_query""], ""image_captioning"", [""image_super_resolution""]]",,"{""plan"":[{""tool"":""image_super_resolution"",""dependencies"":[""input_of_query""]},{""tool"":""image_captioning"",""dependencies"":[""output_of_super_resolution""]}]}"
